asset_age_days,assignment_count,repair_count,maintenance_count,damage_report_count,days_since_maintenance,warranty_active,condition_score,status_score,health_status
24,1,0,0,0,24,1,4,3,HEALTHY
212,2,0,1,0,35,0,4,3,HEALTHY
947,14,5,5,1,188,0,1,3,REPLACE_SOON
489,12,0,4,0,148,1,4,3,HEALTHY
158,3,1,0,0,158,1,4,3,HEALTHY
1807,28,5,11,3,19,0,1,1,REPLACE_SOON
440,5,1,1,0,25,1,4,3,HEALTHY
360,6,0,1,0,81,1,4,3,HEALTHY
788,7,1,7,0,38,0,3,3,HEALTHY
1216,15,1,5,0,130,0,2,3,MAINTENANCE_REQUIRED
134,1,0,0,0,134,1,4,3,HEALTHY
873,14,3,5,1,83,0,2,3,MAINTENANCE_REQUIRED
856,21,3,4,0,30,0,2,3,MAINTENANCE_REQUIRED
59,1,0,0,0,59,1,4,3,HEALTHY
733,12,0,2,0,163,1,4,3,HEALTHY
161,2,0,0,1,161,1,4,3,HEALTHY
471,3,2,2,0,97,0,2,3,MAINTENANCE_REQUIRED
83,0,0,0,0,83,1,4,3,HEALTHY
85,1,0,0,0,85,1,4,3,HEALTHY
65,1,1,0,0,65,1,4,3,HEALTHY
277,6,1,1,0,103,1,4,3,HEALTHY
49,0,0,0,0,49,1,4,3,HEALTHY
347,5,1,2,0,267,1,3,3,HEALTHY
469,9,1,3,1,137,0,2,3,MAINTENANCE_REQUIRED
831,19,2,2,0,20,0,2,3,MAINTENANCE_REQUIRED
236,2,0,0,0,236,1,4,3,HEALTHY
295,2,0,0,0,295,1,4,3,HEALTHY
395,10,1,2,0,332,1,3,2,HEALTHY
1349,22,6,7,0,184,0,1,1,REPLACE_SOON
1623,20,4,7,0,247,0,1,1,REPLACE_SOON
359,2,1,4,0,359,1,3,3,HEALTHY
169,1,1,1,0,43,1,4,3,HEALTHY
137,2,0,0,0,137,1,4,3,HEALTHY
1110,19,4,4,1,21,0,1,1,MAINTENANCE_REQUIRED
221,2,0,1,0,25,1,4,3,HEALTHY
879,24,6,8,1,100,0,1,1,REPLACE_SOON
464,7,1,2,1,54,0,2,3,MAINTENANCE_REQUIRED
1851,38,11,15,2,28,0,1,3,REPLACE_SOON
864,18,4,4,1,108,0,1,1,REPLACE_SOON
235,3,0,0,0,235,1,4,3,HEALTHY
299,3,1,2,0,63,1,4,3,HEALTHY
554,11,1,1,0,68,0,3,3,HEALTHY
334,4,0,5,0,9,1,4,3,HEALTHY
228,4,0,1,0,10,1,4,3,HEALTHY
51,2,0,0,0,51,0,4,3,HEALTHY
854,13,0,2,0,206,0,3,3,MAINTENANCE_REQUIRED
261,1,0,0,0,261,1,4,2,HEALTHY
380,2,0,0,0,380,1,3,3,HEALTHY
625,8,0,6,0,55,0,3,3,HEALTHY
892,20,1,3,0,176,1,3,3,HEALTHY
669,18,1,4,0,22,0,3,3,HEALTHY
814,18,5,6,1,24,0,1,3,MAINTENANCE_REQUIRED
48,2,0,0,0,48,1,4,3,HEALTHY
58,1,0,0,0,58,1,4,3,HEALTHY
129,1,0,0,0,129,1,4,3,HEALTHY
82,1,0,0,0,82,1,4,3,HEALTHY
509,7,0,1,1,438,1,3,3,HEALTHY
211,3,0,0,0,211,1,4,3,HEALTHY
241,3,1,2,0,241,1,3,3,HEALTHY
986,16,6,7,3,45,0,1,3,REPLACE_SOON
196,2,1,1,0,148,1,4,3,HEALTHY
793,14,5,8,0,301,0,1,2,REPLACE_SOON
401,4,1,1,1,195,1,3,3,HEALTHY
650,11,1,3,0,224,1,3,3,HEALTHY
358,7,1,0,0,358,1,3,3,HEALTHY
454,9,0,1,0,7,0,4,3,HEALTHY
274,5,1,0,0,274,1,3,3,HEALTHY
227,2,0,1,0,44,1,4,3,HEALTHY
1362,31,4,8,1,68,0,1,1,MAINTENANCE_REQUIRED
238,3,1,2,0,202,1,4,3,HEALTHY
213,2,0,1,0,83,1,4,3,HEALTHY
82,1,0,0,0,82,1,4,3,HEALTHY
396,2,3,3,1,53,0,2,3,MAINTENANCE_REQUIRED
224,3,0,1,0,151,1,4,3,HEALTHY
234,2,1,3,0,234,1,3,3,HEALTHY
173,5,2,3,0,47,1,4,3,HEALTHY
766,17,1,6,1,21,0,2,3,MAINTENANCE_REQUIRED
116,1,0,0,0,116,1,4,3,HEALTHY
746,13,2,5,0,119,0,2,3,MAINTENANCE_REQUIRED
581,10,2,3,0,3,0,3,3,HEALTHY
117,1,0,0,0,117,1,4,3,HEALTHY
793,11,1,6,0,48,0,3,3,HEALTHY
128,1,0,0,0,128,1,4,3,HEALTHY
407,3,0,2,1,21,1,4,3,HEALTHY
225,1,1,0,0,225,1,3,3,HEALTHY
1349,36,2,4,1,221,0,1,3,REPLACE_SOON
465,5,1,2,0,57,1,4,3,HEALTHY
485,3,0,5,0,202,1,4,3,HEALTHY
334,3,3,6,0,77,1,3,3,HEALTHY
511,9,0,1,0,111,1,4,3,HEALTHY
1780,29,6,8,1,1,0,1,1,REPLACE_SOON
15,0,0,0,0,15,1,4,3,HEALTHY
369,10,0,1,0,86,1,4,3,HEALTHY
241,6,1,2,0,33,1,4,3,HEALTHY
443,5,0,1,0,134,0,3,3,HEALTHY
26,1,1,0,0,26,1,4,3,HEALTHY
447,8,0,1,0,17,1,4,3,HEALTHY
88,0,0,0,0,88,0,4,3,HEALTHY
842,14,3,4,0,151,0,2,3,MAINTENANCE_REQUIRED
374,8,0,0,0,374,0,3,2,HEALTHY
221,6,0,0,0,221,1,4,3,HEALTHY
193,2,1,3,0,69,1,4,3,HEALTHY
747,7,1,6,0,4,1,4,3,HEALTHY
129,2,1,0,0,129,1,4,3,HEALTHY
730,15,1,7,0,114,0,3,3,HEALTHY
701,5,0,3,0,18,1,4,3,HEALTHY
2094,34,7,9,1,148,0,1,1,REPLACE_SOON
349,6,0,3,0,102,1,4,3,HEALTHY
646,6,2,4,0,136,0,2,3,MAINTENANCE_REQUIRED
149,0,0,0,0,149,1,4,3,HEALTHY
152,1,1,1,0,25,1,4,3,HEALTHY
1357,11,6,6,1,90,0,1,1,REPLACE_SOON
224,4,0,0,0,224,1,4,3,HEALTHY
44,3,0,0,0,44,0,4,3,HEALTHY
94,2,0,0,0,94,0,4,3,HEALTHY
44,1,0,0,0,44,1,4,3,HEALTHY
121,3,0,0,1,121,1,4,3,HEALTHY
870,13,6,9,0,91,0,1,1,MAINTENANCE_REQUIRED
163,2,0,1,0,21,1,4,3,HEALTHY
107,1,1,0,0,107,1,4,3,HEALTHY
212,1,0,0,0,212,1,4,3,HEALTHY
574,7,1,4,0,56,1,4,3,HEALTHY
121,3,0,0,0,121,1,4,3,HEALTHY
44,2,0,0,0,44,1,4,3,HEALTHY
1019,11,5,7,1,1,1,2,3,MAINTENANCE_REQUIRED
335,3,1,2,0,141,1,4,3,HEALTHY
527,11,0,1,0,44,1,4,3,HEALTHY
347,13,2,3,1,98,1,3,3,HEALTHY
263,4,3,3,0,17,0,2,3,MAINTENANCE_REQUIRED
456,6,2,2,0,120,1,3,3,HEALTHY
387,3,0,2,0,179,1,4,3,HEALTHY
144,0,0,0,0,144,1,4,3,HEALTHY
1266,25,3,6,0,197,0,2,3,MAINTENANCE_REQUIRED
271,3,0,3,0,38,1,4,3,HEALTHY
21,2,0,0,0,21,1,4,3,HEALTHY
841,13,2,6,0,132,1,3,3,HEALTHY
182,4,0,2,0,43,1,4,3,HEALTHY
136,3,1,0,0,136,1,4,3,HEALTHY
492,5,1,1,0,72,1,4,3,HEALTHY
223,2,1,1,0,21,0,3,3,HEALTHY
339,3,1,2,0,228,1,3,3,HEALTHY
920,18,2,3,1,93,0,2,3,MAINTENANCE_REQUIRED
133,4,0,0,0,133,1,4,3,HEALTHY
417,4,3,5,0,47,1,3,3,HEALTHY
340,5,0,0,0,340,0,3,2,MAINTENANCE_REQUIRED
84,2,0,0,0,84,1,4,3,HEALTHY
1225,17,4,7,1,27,0,1,1,MAINTENANCE_REQUIRED
68,0,1,0,0,68,1,4,3,HEALTHY
1150,26,5,6,0,207,0,1,1,REPLACE_SOON
123,4,1,0,0,123,1,4,3,HEALTHY
130,0,0,0,0,130,1,4,3,HEALTHY
31,2,0,0,0,31,1,4,3,HEALTHY
84,1,0,0,0,84,1,4,3,HEALTHY
168,4,0,1,0,36,0,4,3,HEALTHY
410,11,1,3,0,83,1,4,3,HEALTHY
295,5,0,0,0,295,1,4,3,HEALTHY
759,14,1,5,0,118,0,3,3,MAINTENANCE_REQUIRED
31,0,0,0,0,31,1,4,3,HEALTHY
125,3,1,0,0,125,1,4,3,HEALTHY
1344,17,7,9,0,23,0,1,3,REPLACE_SOON
298,2,1,0,0,298,1,3,3,HEALTHY
685,4,2,6,0,29,1,3,3,HEALTHY
710,10,0,6,0,61,0,3,3,HEALTHY
257,3,0,0,0,257,1,4,2,HEALTHY
416,5,0,1,0,389,0,3,2,MAINTENANCE_REQUIRED
529,8,2,4,0,23,0,3,3,HEALTHY
242,1,0,1,0,57,1,4,3,HEALTHY
42,1,0,0,0,42,1,4,3,HEALTHY
1384,18,5,8,0,60,0,1,3,REPLACE_SOON
431,8,0,2,0,108,1,4,3,HEALTHY
100,0,0,0,0,100,0,4,3,HEALTHY
356,4,0,4,0,76,1,4,3,HEALTHY
322,1,0,0,0,322,1,4,2,HEALTHY
114,0,0,0,0,114,1,4,3,HEALTHY
373,5,0,2,0,26,1,4,3,HEALTHY
123,1,0,0,0,123,1,4,3,HEALTHY
1366,26,5,10,0,197,0,1,1,REPLACE_SOON
34,1,0,0,0,34,1,4,3,HEALTHY
246,4,0,0,0,246,1,4,3,HEALTHY
353,4,1,4,0,85,0,3,3,HEALTHY
169,2,1,1,0,169,1,4,3,HEALTHY
982,21,6,9,1,334,0,1,1,REPLACE_SOON
438,5,0,0,0,438,1,3,3,HEALTHY
384,4,2,7,0,70,0,3,3,HEALTHY
621,10,1,7,1,198,1,3,3,MAINTENANCE_REQUIRED
1291,22,9,10,0,33,0,1,1,REPLACE_SOON
42,0,0,0,0,42,1,4,3,HEALTHY
439,6,2,2,0,181,1,3,3,HEALTHY
439,13,1,1,0,63,1,4,3,HEALTHY
145,5,0,0,0,145,1,4,3,HEALTHY
584,11,1,4,0,224,0,2,3,MAINTENANCE_REQUIRED
69,1,1,0,0,69,1,4,3,HEALTHY
423,5,0,1,0,49,1,4,3,HEALTHY
338,7,2,3,1,32,1,3,3,HEALTHY
90,0,1,0,0,90,1,4,3,HEALTHY
38,2,1,0,0,38,1,4,3,HEALTHY
514,11,0,3,0,394,1,3,2,HEALTHY
237,1,1,1,0,172,1,4,3,HEALTHY
97,1,1,0,0,97,1,4,3,HEALTHY
362,7,0,2,0,362,1,3,3,HEALTHY
681,10,2,7,0,262,0,2,2,MAINTENANCE_REQUIRED
109,1,0,0,0,109,1,4,3,HEALTHY
798,13,1,4,0,167,1,3,3,HEALTHY
211,5,0,0,0,211,1,4,3,HEALTHY
188,4,0,0,0,188,1,4,3,HEALTHY
153,5,0,0,0,153,1,4,3,HEALTHY
1401,25,4,7,2,73,0,1,1,REPLACE_SOON
56,0,1,0,0,56,1,4,3,HEALTHY
2052,35,13,17,2,49,0,1,1,REPLACE_SOON
297,4,0,0,0,297,0,3,3,MAINTENANCE_REQUIRED
391,5,0,0,0,391,1,3,2,HEALTHY
109,1,1,0,0,109,1,4,3,HEALTHY
1522,30,5,9,0,22,0,1,1,REPLACE_SOON
209,7,0,1,0,73,1,4,3,HEALTHY
589,13,0,1,0,277,0,3,3,MAINTENANCE_REQUIRED
1200,25,4,6,0,181,0,1,3,REPLACE_SOON
107,0,0,0,0,107,1,4,3,HEALTHY
150,2,0,1,0,55,1,4,3,HEALTHY
406,6,0,2,0,38,0,3,3,HEALTHY
221,4,0,1,0,43,0,4,3,HEALTHY
135,3,1,0,0,135,0,3,3,HEALTHY
650,14,3,4,0,99,0,2,3,MAINTENANCE_REQUIRED
205,4,0,1,0,78,1,4,3,HEALTHY
2421,40,9,11,4,169,0,1,1,REPLACE_SOON
508,13,1,3,0,78,0,3,3,HEALTHY
249,2,0,0,0,249,1,4,3,HEALTHY
544,10,1,4,0,26,1,4,3,HEALTHY
219,1,2,3,0,85,1,3,3,HEALTHY
353,4,0,0,0,353,1,3,2,HEALTHY
537,8,0,0,1,537,0,2,3,MAINTENANCE_REQUIRED
373,1,1,0,0,373,1,3,3,HEALTHY
145,4,0,0,1,145,1,4,3,HEALTHY
491,6,1,3,0,67,1,4,3,HEALTHY
776,15,0,5,0,134,0,3,3,MAINTENANCE_REQUIRED
54,2,1,0,0,54,1,4,3,HEALTHY
1572,22,6,8,1,143,0,1,3,REPLACE_SOON
680,2,0,3,0,196,1,4,3,HEALTHY
409,8,1,2,0,64,0,3,3,HEALTHY
587,9,2,4,0,129,1,3,3,HEALTHY
537,7,4,5,0,40,1,3,3,HEALTHY
94,0,0,0,0,94,1,4,3,HEALTHY
895,17,4,5,0,73,0,2,3,MAINTENANCE_REQUIRED
865,14,1,2,0,11,0,3,3,MAINTENANCE_REQUIRED
29,2,0,0,0,29,0,4,3,HEALTHY
33,4,0,0,0,33,1,4,3,HEALTHY
250,0,0,4,0,33,1,4,3,HEALTHY
310,5,1,2,0,191,0,3,3,MAINTENANCE_REQUIRED
62,0,0,0,0,62,1,4,3,HEALTHY
851,15,6,6,2,7,0,1,1,REPLACE_SOON
1007,11,2,6,0,284,0,2,2,MAINTENANCE_REQUIRED
126,2,1,0,0,126,0,3,3,HEALTHY
677,10,1,2,0,37,1,4,3,HEALTHY
104,0,0,0,0,104,1,4,3,HEALTHY
376,3,1,0,1,376,1,2,2,MAINTENANCE_REQUIRED
229,4,0,0,0,229,1,4,3,HEALTHY
741,14,3,5,0,104,0,2,3,MAINTENANCE_REQUIRED
155,0,2,2,0,34,1,4,3,HEALTHY
1722,27,5,6,1,121,0,1,1,REPLACE_SOON
88,2,1,0,0,88,1,4,3,HEALTHY
1365,30,6,8,1,155,0,1,3,REPLACE_SOON
205,4,1,0,0,205,1,4,3,HEALTHY
385,6,0,1,0,72,0,3,3,HEALTHY
59,2,0,0,0,59,1,4,3,HEALTHY
409,8,1,3,0,234,0,3,3,MAINTENANCE_REQUIRED
435,11,1,1,0,100,1,4,3,HEALTHY
714,16,1,7,0,32,1,4,3,HEALTHY
140,2,0,0,0,140,1,4,3,HEALTHY
840,11,10,13,0,15,0,1,3,MAINTENANCE_REQUIRED
367,14,0,3,0,20,1,4,3,HEALTHY
732,12,0,4,0,126,1,4,3,HEALTHY
232,2,1,1,0,128,1,4,3,HEALTHY
66,1,1,0,0,66,1,4,3,HEALTHY
709,12,0,5,0,256,0,3,2,MAINTENANCE_REQUIRED
88,2,0,0,0,88,1,4,3,HEALTHY
667,14,1,4,0,25,0,3,3,MAINTENANCE_REQUIRED
19,2,0,0,0,19,1,4,3,HEALTHY
218,1,2,4,0,218,1,3,3,HEALTHY
415,7,0,1,0,44,0,3,3,HEALTHY
263,4,1,1,0,214,0,3,3,MAINTENANCE_REQUIRED
1054,18,4,5,1,33,1,2,3,MAINTENANCE_REQUIRED
453,9,0,1,0,79,1,4,3,HEALTHY
172,1,1,1,0,30,1,4,3,HEALTHY
126,3,0,0,0,126,1,4,3,HEALTHY
517,8,2,4,1,494,0,1,3,MAINTENANCE_REQUIRED
541,4,2,4,0,24,0,3,3,HEALTHY
753,12,6,9,1,6,0,1,3,MAINTENANCE_REQUIRED
735,14,1,3,0,26,0,3,3,HEALTHY
397,5,1,1,0,257,0,3,2,MAINTENANCE_REQUIRED
2500,23,11,16,5,26,0,1,1,REPLACE_SOON
290,2,0,0,1,290,1,3,2,HEALTHY
48,0,0,0,0,48,1,4,3,HEALTHY
485,6,0,1,0,117,1,4,3,HEALTHY
93,2,1,0,0,93,1,4,3,HEALTHY
965,23,4,5,1,32,0,1,1,MAINTENANCE_REQUIRED
1282,22,4,6,2,77,0,1,1,REPLACE_SOON
426,14,1,4,1,125,1,3,3,HEALTHY
801,17,4,5,0,117,0,2,3,MAINTENANCE_REQUIRED
494,12,0,0,0,494,1,3,2,HEALTHY
671,10,2,5,0,158,1,3,3,HEALTHY
777,8,1,6,0,64,0,3,3,HEALTHY
288,1,1,1,0,55,1,4,3,HEALTHY
72,3,0,0,0,72,1,4,3,HEALTHY
420,7,1,1,0,73,1,4,3,HEALTHY
1603,17,5,8,1,123,0,1,3,REPLACE_SOON
46,0,1,0,0,46,1,4,3,HEALTHY
2337,30,10,15,0,124,0,1,1,REPLACE_SOON
638,11,1,3,0,122,0,3,3,HEALTHY
1753,36,11,14,2,91,0,1,3,REPLACE_SOON
81,3,0,0,0,81,1,4,3,HEALTHY
680,16,1,4,0,39,0,3,3,HEALTHY
154,2,0,3,0,95,1,4,3,HEALTHY
114,1,0,0,0,114,1,4,3,HEALTHY
217,1,0,2,1,13,1,4,3,HEALTHY
189,1,1,0,0,189,1,4,3,HEALTHY
78,2,0,0,0,78,1,4,3,HEALTHY
861,18,3,4,1,83,0,2,3,MAINTENANCE_REQUIRED
295,2,0,1,0,62,1,4,3,HEALTHY
1216,19,8,10,1,6,0,1,1,REPLACE_SOON
171,0,1,1,0,170,1,4,3,HEALTHY
296,3,0,1,0,63,1,4,3,HEALTHY
294,2,2,2,0,294,1,3,3,HEALTHY
233,5,1,3,1,34,1,3,3,HEALTHY
97,0,0,0,0,97,1,4,3,HEALTHY
37,1,1,0,0,37,1,4,3,HEALTHY
150,2,0,2,0,38,1,4,3,HEALTHY
747,13,0,4,0,233,0,3,3,MAINTENANCE_REQUIRED
25,1,0,0,0,25,1,4,3,HEALTHY
24,1,0,0,0,24,0,4,3,HEALTHY
842,19,5,6,2,84,0,1,1,REPLACE_SOON
328,7,1,2,0,7,1,4,3,HEALTHY
244,3,0,1,0,44,1,4,3,HEALTHY
938,14,1,2,0,22,0,3,3,HEALTHY
402,6,0,3,0,204,0,3,3,HEALTHY
665,12,1,6,0,468,1,3,2,HEALTHY
882,14,2,3,1,217,0,2,3,MAINTENANCE_REQUIRED
940,15,6,11,2,3,0,1,1,REPLACE_SOON
1376,25,7,13,4,187,0,1,3,REPLACE_SOON
44,0,0,0,0,44,1,4,3,HEALTHY
1228,19,4,6,0,3,0,2,3,MAINTENANCE_REQUIRED
36,1,0,0,0,36,1,4,3,HEALTHY
101,0,0,0,0,101,1,4,3,HEALTHY
290,7,1,2,0,56,1,4,3,HEALTHY
279,6,1,0,0,279,1,3,2,HEALTHY
654,11,1,4,0,1,0,3,3,HEALTHY
204,8,0,0,0,204,0,3,3,HEALTHY
554,5,0,1,1,111,0,3,3,HEALTHY
142,4,0,0,0,142,1,4,3,HEALTHY
654,13,0,1,0,39,1,4,3,HEALTHY
490,11,0,3,0,35,0,3,3,HEALTHY
204,1,0,0,0,204,1,4,3,HEALTHY
66,0,0,0,0,66,1,4,3,HEALTHY
326,2,0,2,0,280,1,4,3,HEALTHY
412,5,1,4,0,127,1,4,3,HEALTHY
986,20,2,6,0,136,0,2,3,MAINTENANCE_REQUIRED
520,10,3,3,0,17,0,2,3,MAINTENANCE_REQUIRED
771,9,1,4,0,56,0,3,3,HEALTHY
260,5,1,2,0,150,1,4,3,HEALTHY
754,8,1,2,0,11,1,4,3,HEALTHY
209,5,2,2,0,88,1,3,3,HEALTHY
45,2,1,0,0,45,1,4,3,HEALTHY
21,1,1,0,0,21,1,4,3,HEALTHY
477,6,1,1,0,42,0,3,3,HEALTHY
496,14,2,3,0,0,1,3,3,HEALTHY
19,1,1,0,0,19,1,4,3,HEALTHY
98,0,1,0,0,98,1,4,3,HEALTHY
121,1,0,0,0,121,1,4,3,HEALTHY
1039,13,4,5,1,11,0,1,3,MAINTENANCE_REQUIRED
379,8,1,5,0,60,1,4,3,HEALTHY
1084,18,3,5,0,132,0,2,3,MAINTENANCE_REQUIRED
749,12,1,8,0,7,0,3,3,HEALTHY
216,4,0,1,0,60,1,4,3,HEALTHY
372,10,1,1,0,70,0,3,3,HEALTHY
351,7,1,1,0,141,1,4,3,HEALTHY
96,0,1,0,0,96,1,4,3,HEALTHY
620,10,2,3,0,20,1,3,3,HEALTHY
704,7,0,4,0,32,0,3,3,HEALTHY
218,2,2,2,0,218,1,3,3,HEALTHY
273,5,0,1,1,11,0,3,3,HEALTHY
134,4,0,0,0,134,1,4,3,HEALTHY
892,14,4,5,0,313,1,2,3,MAINTENANCE_REQUIRED
765,13,2,7,0,607,0,1,1,MAINTENANCE_REQUIRED
136,4,1,0,0,136,1,4,3,HEALTHY
63,0,1,0,0,63,1,4,3,HEALTHY
414,8,1,3,0,169,1,3,3,HEALTHY
1721,34,9,11,5,33,0,1,3,REPLACE_SOON
955,15,4,8,0,45,1,2,3,HEALTHY
107,0,0,0,0,107,1,4,3,HEALTHY
137,2,0,0,0,137,1,4,3,HEALTHY
296,9,1,0,0,296,0,3,3,MAINTENANCE_REQUIRED
878,10,7,11,2,381,0,1,3,REPLACE_SOON
373,6,0,3,0,8,1,4,3,HEALTHY
141,2,1,0,0,141,1,4,3,HEALTHY
496,12,2,11,0,48,1,3,3,HEALTHY
1881,30,11,13,1,26,0,1,1,REPLACE_SOON
802,12,1,5,0,8,0,3,3,HEALTHY
921,13,4,6,1,12,0,1,1,MAINTENANCE_REQUIRED
339,3,1,4,0,339,1,3,3,HEALTHY
353,6,1,1,0,2,1,4,3,HEALTHY
494,10,2,4,0,69,0,3,3,HEALTHY
164,3,0,1,0,53,0,4,3,HEALTHY
108,0,0,0,0,108,1,4,3,HEALTHY
592,5,1,3,0,196,1,3,3,HEALTHY
90,0,0,0,0,90,1,4,3,HEALTHY
962,12,4,4,1,129,0,1,1,REPLACE_SOON
588,5,0,1,0,12,0,3,3,HEALTHY
227,2,1,0,0,227,1,3,3,HEALTHY
1323,19,5,7,0,22,0,1,3,MAINTENANCE_REQUIRED
206,0,0,4,0,206,1,4,3,HEALTHY
512,4,0,2,0,41,1,4,3,HEALTHY
532,9,2,3,0,25,1,3,3,HEALTHY
445,7,0,1,0,399,0,3,3,MAINTENANCE_REQUIRED
257,3,0,0,0,257,1,4,2,HEALTHY
97,0,1,0,0,97,1,4,3,HEALTHY
309,5,2,2,0,309,1,3,2,HEALTHY
645,11,2,3,0,125,1,3,3,HEALTHY
1606,23,4,6,1,13,0,1,1,REPLACE_SOON
825,10,2,3,0,176,0,2,3,MAINTENANCE_REQUIRED
2500,42,8,18,1,115,0,1,1,REPLACE_SOON
1955,29,7,9,1,56,0,1,1,REPLACE_SOON
1516,29,6,7,1,98,0,1,1,REPLACE_SOON
101,3,0,0,0,101,1,4,3,HEALTHY
675,7,2,4,1,1,0,2,3,MAINTENANCE_REQUIRED
400,9,1,1,0,16,1,4,3,HEALTHY
2500,50,12,19,2,26,0,1,1,REPLACE_SOON
267,3,1,2,0,146,1,4,3,HEALTHY
1050,26,6,11,1,78,0,1,1,REPLACE_SOON
139,2,1,0,2,139,1,3,3,HEALTHY
28,1,0,0,0,28,1,4,3,HEALTHY
183,8,0,3,0,22,1,4,3,HEALTHY
2500,31,9,15,3,5,0,1,1,REPLACE_SOON
970,18,3,5,0,128,0,2,3,MAINTENANCE_REQUIRED
766,10,2,3,1,70,0,2,3,MAINTENANCE_REQUIRED
283,8,0,1,0,124,1,4,3,HEALTHY
94,1,0,0,0,94,1,4,3,HEALTHY
371,9,0,2,0,110,0,3,3,HEALTHY
318,4,0,1,0,56,1,4,3,HEALTHY
1331,17,6,7,0,40,0,1,3,REPLACE_SOON
486,7,0,2,0,34,1,4,3,HEALTHY
1022,11,2,6,2,51,0,1,1,MAINTENANCE_REQUIRED
1244,22,2,4,2,79,0,1,1,MAINTENANCE_REQUIRED
171,4,0,0,0,171,1,4,3,HEALTHY
239,6,1,0,0,239,1,3,3,HEALTHY
374,6,0,2,0,140,1,4,3,HEALTHY
1074,25,5,5,0,39,0,1,1,MAINTENANCE_REQUIRED
1127,21,6,8,0,126,0,1,3,REPLACE_SOON
377,8,1,3,0,22,0,3,3,HEALTHY
45,2,1,0,0,45,1,4,3,HEALTHY
42,0,0,0,0,42,1,4,3,HEALTHY
109,0,1,0,0,109,1,4,3,HEALTHY
182,2,0,2,0,182,1,4,3,HEALTHY
369,4,0,2,0,302,1,4,3,HEALTHY
191,4,2,2,0,0,1,4,3,HEALTHY
254,3,1,3,0,55,0,3,3,HEALTHY
24,1,0,0,0,24,1,4,3,HEALTHY
65,1,1,0,0,65,1,4,3,HEALTHY
648,11,1,4,1,49,0,2,3,MAINTENANCE_REQUIRED
327,4,0,1,0,247,0,3,3,HEALTHY
177,1,0,1,0,109,1,4,3,HEALTHY
360,8,1,2,0,228,1,3,3,HEALTHY
101,2,0,0,0,101,1,4,3,HEALTHY
538,9,2,2,0,73,0,2,3,MAINTENANCE_REQUIRED
211,2,0,0,0,211,1,4,3,HEALTHY
293,4,0,0,0,293,1,4,3,HEALTHY
1006,24,3,5,0,21,0,2,3,MAINTENANCE_REQUIRED
2500,37,7,14,2,50,0,1,1,REPLACE_SOON
330,6,1,2,0,17,1,4,3,HEALTHY
1112,19,4,4,0,49,0,2,3,MAINTENANCE_REQUIRED
809,15,8,9,0,56,0,1,1,REPLACE_SOON
165,1,1,1,0,131,0,3,3,HEALTHY
392,4,0,1,0,31,1,4,3,HEALTHY
510,4,0,1,0,204,1,4,3,HEALTHY
69,0,0,0,0,69,1,4,3,HEALTHY
221,5,0,0,1,221,0,3,3,MAINTENANCE_REQUIRED
151,3,0,0,0,151,1,4,3,HEALTHY
443,9,1,1,0,209,1,3,3,HEALTHY
384,5,1,3,0,144,0,3,3,HEALTHY
1029,14,4,9,0,142,0,1,1,MAINTENANCE_REQUIRED
1171,9,3,7,0,123,0,2,3,MAINTENANCE_REQUIRED
145,0,0,0,0,145,1,4,3,HEALTHY
692,12,1,4,0,2,1,4,3,HEALTHY
138,1,1,0,0,138,1,4,3,HEALTHY
1140,15,4,5,1,145,0,1,3,REPLACE_SOON
439,11,1,2,0,16,1,4,3,HEALTHY
817,9,4,6,0,6,0,2,3,MAINTENANCE_REQUIRED
364,10,0,0,0,364,1,3,3,HEALTHY
1085,20,6,9,3,20,1,1,3,REPLACE_SOON
609,8,1,1,0,6,0,3,3,HEALTHY
113,0,1,0,0,113,1,4,3,HEALTHY
354,6,0,0,0,354,1,3,2,HEALTHY
321,7,0,5,0,48,1,4,3,HEALTHY
85,0,0,0,0,85,0,4,3,HEALTHY
1230,20,3,4,1,46,0,1,3,MAINTENANCE_REQUIRED
834,8,2,4,0,152,0,2,3,MAINTENANCE_REQUIRED
121,0,0,0,0,121,1,4,3,HEALTHY
910,18,6,9,2,175,0,1,1,REPLACE_SOON
22,2,0,0,0,22,1,4,3,HEALTHY
1403,24,5,10,1,182,0,1,1,REPLACE_SOON
1325,15,6,10,0,26,0,1,3,REPLACE_SOON
1191,15,8,11,1,185,0,1,3,REPLACE_SOON
35,1,0,0,0,35,0,4,3,HEALTHY
910,12,1,2,0,13,0,3,3,HEALTHY
362,6,0,2,0,42,1,4,3,HEALTHY
724,11,1,5,0,31,0,3,3,HEALTHY
986,20,2,6,0,0,0,2,3,MAINTENANCE_REQUIRED
250,6,1,0,0,250,1,3,3,HEALTHY
239,4,0,0,0,239,0,3,3,HEALTHY
1005,15,10,12,2,97,0,1,1,REPLACE_SOON
1494,21,4,8,0,63,0,1,1,MAINTENANCE_REQUIRED
948,16,3,3,0,111,0,2,3,MAINTENANCE_REQUIRED
62,4,0,0,0,62,1,4,3,HEALTHY
502,6,1,2,0,14,0,3,3,HEALTHY
126,3,0,0,0,126,1,4,3,HEALTHY
947,20,7,7,1,324,0,1,1,REPLACE_SOON
476,7,1,2,1,93,0,2,3,MAINTENANCE_REQUIRED
278,5,2,2,2,28,1,2,3,HEALTHY
130,1,0,0,0,130,1,4,3,HEALTHY
707,17,0,2,0,51,1,4,3,HEALTHY
